JOBCODE,SERVDATE,MCCODE,SERVCODE,ATDATE,PDATE,REMARK,WorkDone,jobstatus
6325,22/11/2009,43,94,24/12/2009,22/10/2009, ,FINISH,F
6333,23/11/2009,41,111,24/12/2009,24/10/2009, ,FINISH,F
6339,03/11/2009,39,76,05/11/2009,03/11/2009, ,FINISH,F
6334,23/11/2009,98,117,09/11/2009,23/03/2009, ,FINISH,F
6335,23/11/2009,98,118,06/06/2009,23/03/2009, ,FINISH,F
6342,25/11/2009,109,80,26/11/2009,24/10/2009, ,FINISH,F
6344,23/11/2009,65,131,25/11/2009,23/10/2009, ,FINISH,F
6338,23/11/2009,38,18,18/11/2009,23/08/2009, ,FINISH,F
6345,24/11/2009,41,94,04/12/2009,24/10/2009, ,FINISH,F
6347,24/11/2009,45,113,19/10/2009,24/08/2009, ,FINISH,F
6346,24/11/2009,45,112,23/11/2009,24/08/2009, ,FINISH,F
6356,25/11/2009,52,112,25/11/2009,25/08/2009, ,FINISH,F
6363,25/11/2009,65,133,25/11/2009,25/05/2009, ,FINISH,F
6360,25/11/2009,20,43,21/11/2009,25/08/2009, ,FINISH,F
6355,29/11/2009,48,111,27/11/2009,26/10/2009, ,FINISH,F
6357,27/11/2009,90,160,26/11/2009,25/10/2009, ,FINISH,F
6372,28/11/2009,62,131,27/11/2009,26/10/2009, ,FINISH,F
6366,30/11/2009,48,94,27/11/2009,26/10/2009, ,FINISH,F
6365,26/11/2009,43,112,22/10/2009,26/08/2009, ,FINISH,F
6364,26/11/2009,43,113,22/10/2009,26/08/2009, ,FINISH,F
6370,26/11/2009,59,135,13/11/2009,26/05/2009, ,FINISH,F
6371,26/11/2009,59,133,13/11/2009,26/05/2009, ,FINISH,F
6373,27/11/2009,90,113,26/11/2009,27/08/2009, ,FINISH,F
6380,27/11/2009,62,134,27/11/2009,27/05/2009, ,FINISH,F
6374,27/11/2009,99,118,04/05/2009,27/03/2009, ,FINISH,F
6375,27/11/2009,99,117,01/12/2009,27/03/2009, ,FINISH,F
6381,27/11/2009,62,133,27/11/2009,27/05/2009, ,FINISH,F
6379,27/11/2009,62,135,27/11/2009,27/05/2009, ,FINISH,F
6395,29/11/2009,78,80,30/11/2009,29/10/2009, ,FINISH,F
6394,28/11/2009,39,19,25/11/2009,28/05/2009, ,FINISH,F
6382,27/11/2009,49,111,30/11/2009,29/10/2009, ,FINISH,F
6401,28/11/2009,61,133,28/11/2009,28/05/2009, ,FINISH,F
6384,28/11/2009,1,2,30/11/2009,28/05/2009,M/C STOP,,F
6400,28/11/2009,61,134,28/11/2009,28/05/2009, ,FINISH,F
6399,28/11/2009,61,135,28/11/2009,28/05/2009, ,FINISH,F
6383,28/11/2009,51,112,05/12/2009,28/08/2009, ,FINISH,F
6403,28/11/2009,49,94,30/11/2009,29/10/2009, ,FINISH,F
6402,29/11/2009,48,112,27/11/2009,29/08/2009, ,FINISH,F
6412,29/11/2009,56,86,29/11/2009,29/11/2008, ,FINISH,F
6413,29/11/2009,56,87,29/11/2009,29/11/2008, ,FINISH,F
6418,30/11/2009,61,131,28/11/2009,29/10/2009, ,FINISH,F
6411,29/11/2009,56,84,29/11/2009,29/11/2008, ,FINISH,F
6409,29/11/2009,69,155,30/11/2009,29/05/2009, ,FINISH,F
6420,30/11/2009,49,112,30/11/2009,31/08/2009, ,FINISH,F
6424,30/11/2009,61,137,28/11/2009,31/05/2008, ,FINISH,F
6423,30/11/2009,27,106,13/11/2009,31/07/2009, ,FINISH,F
6419,30/11/2009,49,113,30/11/2009,31/08/2009, ,FINISH,F
6433,01/12/2009,120,44,02/12/2009,01/09/2009, ,FINISH,F
6430,01/12/2009,35,90,22/12/2009,01/09/2009, ,FINISH,F
6429,01/12/2009,21,43,04/12/2009,01/09/2009, ,FINISH,F
6434,01/12/2009,120,47,25/12/2009,01/06/2009, ,FINISH,F
6098,19/01/2010,118,71,20/01/2010,16/12/2009, ,FINISH,F
6097,19/01/2010,112,71,21/01/2010,16/12/2009, ,FINISH,F
6099,18/11/2009,119,73,03/11/2009,06/10/2009, ,FINISH,F
6100,22/10/2009,119,92,26/10/2009,22/08/2009, ,FINISH,F
6101,14/10/2009,120,75,23/10/2009,11/10/2009, ,FINISH,F
6102,29/10/2009,120,88,30/10/2009,14/10/2009, ,FINISH,F
6103,31/10/2009,51,111,06/11/2009,01/10/2009, ,FINISH,F
6105,31/10/2009,107,74,02/11/2009,19/10/2009, ,FINISH,F
6436,01/12/2009,66,102,10/12/2009,01/06/2009, ,FINISH,F
6427,01/12/2009,99,113,01/12/2009,01/09/2009, ,FINISH,F
6437,01/12/2009,66,101,10/12/2009,01/06/2009, ,FINISH,F
6439,02/12/2009,100,118,10/05/2010,02/04/2009, ,FINISH,F
6440,02/12/2009,100,117,04/09/2009,02/04/2009, ,FINISH,F
6450,03/12/2009,115,106,26/11/2009,03/08/2009, ,FINISH,F
6449,03/12/2009,54,81,25/01/2010,03/06/2009, ,FINISH,F
6448,03/12/2009,54,82,25/01/2010,03/06/2009, ,FINISH,F
6444,03/12/2009,46,114,18/12/2009,03/06/2009, ,FINISH,F
6443,03/12/2009,46,115,06/05/2010,03/06/2009, ,FINISH,F
6451,04/12/2009,45,123,29/01/2010,04/12/2008, ,FINISH,F
6454,04/12/2009,24,44,12/12/2009,04/09/2009, ,FINISH,F
6457,05/12/2009,50,119,16/12/2009,05/12/2008, ,FINISH,F
6466,06/12/2009,101,117,10/09/2009,06/04/2009, ,FINISH,F
6470,06/12/2009,116,93,06/12/2009,06/08/2009, ,FINISH,F
6467,06/12/2009,101,118,10/12/2009,06/04/2009, ,FINISH,F
6472,06/12/2009,38,26,14/12/2009,06/04/2009, ,FINISH,F
6483,07/12/2009,25,44,11/12/2009,07/09/2009, ,FINISH,F
6490,08/12/2009,104,92,06/12/2009,08/10/2009, ,FINISH,F
6496,08/12/2009,58,134,14/12/2009,08/06/2009, ,FINISH,F
6489,08/12/2009,103,92,14/12/2009,08/10/2009, ,FINISH,F
6491,08/12/2009,116,92,14/12/2009,08/10/2009, ,FINISH,F
6487,08/12/2009,98,113,08/12/2009,08/09/2009, ,FINISH,F
6498,09/12/2009,110,113,09/12/2009,09/09/2009, ,FINISH,F
6505,09/12/2009,102,26,24/12/2009,09/04/2009, ,FINISH,F
6501,09/12/2009,103,93,06/12/2009,09/08/2009, ,FINISH,F
6499,09/12/2009,28,35,12/12/2009,09/09/2009, ,FINISH,F
6502,09/12/2009,104,93,06/12/2009,09/08/2009, ,FINISH,F
6513,10/12/2009,30,35,15/12/2009,10/09/2009, ,FINISH,F
6516,10/12/2009,69,153,17/12/2009,10/06/2009, ,FINISH,F
6515,10/12/2009,38,98,14/12/2009,10/03/2009, ,FINISH,F
6520,11/12/2009,28,39,26/12/2009,11/12/2007, ,FINISH,F
6527,12/12/2009,49,119,29/12/2009,12/12/2008, ,FINISH,F
6532,12/12/2009,36,26,08/12/2009,12/04/2009, ,FINISH,F
6526,12/12/2009,44,113,14/12/2009,12/09/2009, ,FINISH,F
6536,13/12/2009,52,114,23/12/2009,13/06/2009, ,FINISH,F
6557,14/12/2009,36,90,08/12/2009,14/09/2009, ,FINISH,F
6554,14/12/2009,29,39,25/12/2009,14/12/2007, ,FINISH,F
6570,15/12/2009,50,115,21/05/2010,15/06/2009, ,FINISH,F
6572,15/12/2009,89,163,12/12/2009,15/09/2009, ,FINISH,F
6577,15/12/2009,55,81,28/02/2010,15/06/2009, ,FINISH,F
6571,15/12/2009,50,114,16/12/2009,15/06/2009, ,FINISH,F
6576,15/12/2009,55,82,28/02/2010,15/06/2009, ,FINISH,F
6567,15/12/2009,48,114,29/12/2009,15/06/2009, ,FINISH,F
6568,15/12/2009,49,114,30/12/2009,15/06/2009, ,FINISH,F
6584,16/12/2009,51,119,05/12/2009,16/12/2008, ,FINISH,F
6585,16/12/2009,89,113,20/10/2009,16/09/2009, ,FINISH,F
6580,16/12/2009,44,95,14/12/2009,16/06/2009, ,FINISH,F
6581,16/12/2009,44,114,14/12/2009,16/06/2009, ,FINISH,F
6582,16/12/2009,44,115,15/02/2010,16/06/2009, ,FINISH,F
6591,17/12/2009,45,115,26/06/2010,17/06/2009, ,FINISH,F
6590,17/12/2009,45,95,18/01/2010,17/06/2009, ,FINISH,F
6601,18/12/2009,38,90,14/12/2009,18/09/2009, ,FINISH,F
6595,18/12/2009,43,128,,18/09/2008,,,P
6602,18/12/2009,38,20,14/12/2009,18/09/2009, ,FINISH,F
6605,19/12/2009,39,22,18/12/2009,19/06/2009, ,FINISH,F
6610,20/12/2009,40,123,07/12/2009,20/12/2008, ,FINISH,F
6612,20/12/2009,52,95,21/09/2009,20/06/2009, ,FINISH,F
6615,20/12/2009,32,39,01/12/2009,20/12/2007, ,FINISH,F
6614,20/12/2009,30,39,29/12/2009,20/12/2007, ,FINISH,F
6622,21/12/2009,52,113,23/12/2009,21/09/2009, ,FINISH,F
6626,21/12/2009,39,90,18/12/2009,21/09/2009, ,FINISH,F
6633,22/12/2009,119,93,06/12/2009,22/08/2009, ,FINISH,F
6649,23/12/2009,59,134,19/12/2009,23/06/2009, ,FINISH,F
6638,23/12/2009,43,95,26/08/2009,23/06/2009, ,FINISH,F
6639,23/12/2009,98,96,20/05/2010,23/03/2009, ,FINISH,F
6641,23/12/2009,98,121,08/12/2009,23/03/2009, ,FINISH,F
6642,23/12/2009,98,116,08/12/2009,23/03/2009, ,FINISH,F
6654,24/12/2009,37,26,04/12/2009,24/04/2009, ,FINISH,F
6660,25/12/2009,110,117,10/10/2009,25/04/2009, ,FINISH,F
6661,25/12/2009,110,118,25/05/2010,25/04/2009, ,FINISH,F
6667,26/12/2009,48,115,22/05/2010,26/06/2009, ,FINISH,F
6666,26/12/2009,48,113,29/12/2009,26/09/2009, ,FINISH,F
6665,26/12/2009,48,95,29/01/2010,26/06/2009, ,FINISH,F
6676,27/12/2009,51,114,05/12/2009,27/06/2009, ,FINISH,F
6674,27/12/2009,47,114,17/12/2009,27/06/2009, ,FINISH,F
6680,27/12/2009,99,116,01/12/2009,27/03/2009, ,FINISH,F
6679,27/12/2009,99,121,01/12/2009,27/03/2009, ,FINISH,F
6677,27/12/2009,99,96,07/05/2010,27/03/2009, ,FINISH,F
6675,27/12/2009,51,95,07/01/2010,27/06/2009, ,FINISH,F
6682,27/12/2009,103,35,15/12/2009,27/09/2009, ,FINISH,F
6673,27/12/2009,45,114,18/12/2009,27/06/2009, ,FINISH,F
6702,29/12/2009,31,39,19/12/2009,29/12/2007, ,FINISH,F
6706,29/12/2009,57,86,16/01/2010,29/12/2008, ,FINISH,F
6699,29/12/2009,51,115,11/05/2010,29/06/2009, ,FINISH,F
6707,29/12/2009,57,84,16/01/2010,29/12/2008, ,FINISH,F
6708,29/12/2009,57,87,16/01/2010,29/12/2008, ,FINISH,F
6700,21/12/2009,3,5,07/01/2010,29/10/2009, ,FINISH,F
6717,30/12/2009,86,1,30/12/2009,30/06/2009, ,FINISH,F
6722,30/12/2009,63,134,09/12/2009,30/06/2009, ,FINISH,F
6715,30/12/2009,51,113,05/12/2009,30/09/2009, ,FINISH,F
6721,30/12/2009,63,135,09/12/2009,30/06/2009, ,FINISH,F
6138,26/10/2009,120,75,04/11/2009,23/10/2009, ,FINISH,F
6146,18/11/2009,119,73,03/11/2009,21/10/2009, ,FINISH,F
6226,14/11/2009,107,74,13/11/2009,31/10/2009, ,FINISH,F
6227,18/11/2009,105,75,21/11/2009,31/10/2009, ,FINISH,F
6244,13/11/2009,120,88,14/11/2009,29/10/2009, ,FINISH,F
6243,17/11/2009,24,75,20/11/2009,01/11/2009, ,FINISH,F
6255,14/11/2009,25,75,18/11/2009,02/11/2009, ,FINISH,F
6267,18/11/2009,34,73,23/11/2009,31/10/2009, ,FINISH,F
6269,14/11/2009,19,74,16/11/2009,03/11/2009, ,FINISH,F
6277,18/11/2009,26,105,22/11/2009,01/11/2009, ,FINISH,F
6282,21/11/2009,21,74,24/11/2009,05/11/2009, ,FINISH,F
6281,19/11/2009,20,74,21/11/2009,05/11/2009, ,FINISH,F
6302,19/11/2009,116,73,26/11/2009,04/11/2009, ,FINISH,F
6304,19/11/2009,115,105,22/11/2009,04/11/2009, ,FINISH,F
6309,20/11/2009,3,78,20/11/2009,05/11/2009, ,FINISH,F
6310,24/11/2009,104,73,24/11/2009,05/11/2009, ,FINISH,F
6312,24/11/2009,92,74,24/11/2009,08/11/2009, ,FINISH,F
6321,22/11/2009,106,74,25/11/2009,09/11/2009, ,FINISH,F
6323,21/11/2009,66,100,23/11/2009,06/11/2009, ,FINISH,F
6322,21/11/2009,74,37,,06/11/2009,,,P
6320,25/11/2009,28,73,28/11/2009,06/11/2009, ,FINISH,F
6326,24/11/2009,29,73,26/11/2009,07/11/2009, ,FINISH,F
6331,20/11/2009,70,138,20/11/2009,07/11/2009, ,FINISH,F
6329,26/11/2009,35,76,27/11/2009,02/11/2009, ,FINISH,F
6327,25/11/2009,30,73,28/11/2009,07/11/2009, ,FINISH,F
6341,19/11/2009,73,156,20/11/2009,08/11/2009, ,FINISH,F
6336,21/11/2009,88,77,21/11/2009,08/11/2009, ,FINISH,F
6340,27/11/2009,71,139,23/11/2009,08/11/2009, ,FINISH,F
6337,24/11/2009,22,74,28/11/2009,11/11/2009, ,FINISH,F
6343,24/11/2009,23,75,27/11/2009,11/11/2009, ,FINISH,F
6351,27/11/2009,72,139,28/11/2009,09/11/2009, ,FINISH,F
6352,22/11/2009,108,70,22/11/2009,09/11/2009, ,FINISH,F
6350,27/11/2009,102,76,29/11/2009,04/11/2009, ,FINISH,F
6354,24/11/2009,114,100,28/11/2009,09/11/2009, ,FINISH,F
6348,01/12/2009,103,73,30/11/2009,09/11/2009, ,FINISH,F
6359,23/11/2009,87,78,23/11/2009,10/11/2009, ,FINISH,F
6362,26/11/2009,68,100,27/11/2009,10/11/2009, ,FINISH,F
6369,28/11/2009,27,105,30/11/2009,11/11/2009, ,FINISH,F
6367,25/11/2009,86,79,25/11/2009,11/11/2009, ,FINISH,F
6378,07/12/2009,80,76,17/11/2009,07/11/2009, ,FINISH,F
6376,26/11/2009,4,77,26/11/2009,12/11/2009, ,FINISH,F
6386,04/12/2009,32,73,19/11/2009,13/11/2009, ,FINISH,F
6396,27/11/2009,5,70,27/11/2009,13/11/2009, ,FINISH,F
6388,29/11/2009,20,89,29/11/2009,13/11/2009, ,FINISH,F
6387,29/11/2009,19,89,29/11/2009,13/11/2009, ,FINISH,F
6385,04/12/2009,31,73,19/11/2009,13/11/2009, ,FINISH,F
6391,29/11/2009,92,89,29/11/2009,13/11/2009, ,FINISH,F
6390,29/11/2009,22,89,29/11/2009,13/11/2009, ,FINISH,F
6392,29/11/2009,106,89,29/11/2009,13/11/2009, ,FINISH,F
6393,29/11/2009,107,89,29/11/2009,13/11/2009, ,FINISH,F
6389,29/11/2009,21,89,29/11/2009,13/11/2009, ,FINISH,F
6410,01/01/2010,69,154,30/11/2009,14/11/2009, ,FINISH,F
6414,29/11/2009,23,88,29/11/2009,14/11/2009, ,FINISH,F
6405,05/12/2009,33,73,20/11/2009,14/11/2009, ,FINISH,F
6415,29/11/2009,24,88,29/11/2009,14/11/2009, ,FINISH,F
6404,27/11/2009,97,165,28/11/2009,14/11/2009, ,FINISH,F
6416,29/11/2009,25,88,29/11/2009,14/11/2009, ,FINISH,F
6417,29/11/2009,105,88,29/11/2009,14/11/2009, ,FINISH,F
6408,04/12/2009,81,76,14/11/2009,09/11/2009, ,FINISH,F
6421,06/12/2009,51,111,06/11/2009,31/10/2009, ,FINISH,F
6425,03/12/2009,46,111,03/12/2009,01/11/2009, ,FINISH,F
6438,03/12/2009,63,131,09/12/2009,01/11/2009, ,FINISH,F
6729,07/12/2009,40,94,07/12/2009,09/11/2009, ,FINISH,F
6730,28/12/2009,90,94,22/12/2009,27/11/2009, ,FINISH,F
6731,29/12/2009,49,95,29/12/2009,29/06/2009, ,FINISH,F
6732,15/12/2009,39,76,18/12/2009,25/11/2009, ,FINISH,F
6733,18/12/2009,119,73,21/12/2009,03/12/2009, ,FINISH,F
6734,24/12/2009,37,76,27/12/2009,04/12/2009, ,FINISH,F
6736,28/12/2009,120,75,25/12/2009,15/12/2009, ,FINISH,F
6735,27/12/2009,81,76,28/12/2009,07/12/2009, ,FINISH,F
6737,04/01/2010,3,78,07/01/2010,20/12/2009, ,FINISH,F
6738,05/01/2010,88,77,04/01/2010,21/12/2009, ,FINISH,F
6739,07/01/2010,87,78,08/01/2010,23/12/2009, ,FINISH,F
6740,09/01/2010,86,79,09/01/2010,25/12/2009, ,FINISH,F
6741,10/01/2010,4,77,10/01/2010,26/12/2009, ,FINISH,F
6742,11/01/2010,97,165,12/01/2010,27/12/2009, ,FINISH,F
6743,14/01/2010,97,1,14/01/2010,14/07/2009, ,FINISH,F
6748,24/01/2010,87,5,08/01/2010,24/11/2009, ,FINISH,F
6744,22/01/2010,3,78,19/01/2010,04/01/2010, ,FINISH,F
6745,19/01/2010,88,77,20/01/2010,05/01/2010, ,FINISH,F
6746,23/01/2010,87,78,22/01/2010,07/01/2010, ,FINISH,F
6747,24/01/2010,86,79,24/01/2010,09/01/2010, ,FINISH,F
6749,25/01/2010,4,77,25/01/2010,10/01/2010, ,FINISH,F
6750,27/01/2010,97,165,31/01/2010,11/01/2010, ,FINISH,F
6751,07/01/2010,83,71,03/01/2010,26/12/2009, ,FINISH,F
6754,08/01/2010,95,71,08/01/2010,27/12/2009, ,FINISH,F
6753,08/01/2010,93,17,06/01/2010,24/11/2009, ,FINISH,F
6755,08/01/2010,96,71,08/01/2010,27/12/2009, ,FINISH,F
6752,08/01/2010,83,6,11/02/2010,08/10/2009, ,FINISH,F
6757,09/01/2010,96,6,27/12/2009,09/10/2009, ,FINISH,F
6758,09/01/2010,117,17,07/01/2010,25/11/2009, ,FINISH,F
6756,09/01/2010,94,71,08/01/2010,28/12/2009, ,FINISH,F
6765,15/01/2010,18,71,17/01/2010,30/12/2009, ,FINISH,F
6764,14/01/2010,17,71,17/01/2010,30/12/2009, ,FINISH,F
6763,13/01/2010,16,71,17/01/2010,30/12/2009, ,FINISH,F
6761,11/01/2010,9,71,10/01/2010,30/12/2009, ,FINISH,F
6760,11/01/2010,8,71,09/01/2010,30/12/2009, ,FINISH,F
6762,14/01/2010,15,71,16/01/2010,30/12/2009, ,FINISH,F
6759,11/01/2010,8,7,09/01/2010,11/07/2009, ,FINISH,F
6766,12/01/2010,10,71,10/01/2010,31/12/2009, ,FINISH,F
6769,12/01/2010,13,71,16/01/2010,31/12/2009, ,FINISH,F
6767,12/01/2010,11,71,11/01/2010,31/12/2009, ,FINISH,F
6768,12/01/2010,12,71,11/01/2010,31/12/2009, ,FINISH,F
6770,13/01/2010,9,7,10/01/2010,13/07/2009, ,FINISH,F
6772,14/01/2010,112,17,31/01/2010,30/11/2009, ,FINISH,F
6771,14/01/2010,11,8,11/01/2010,14/07/2009, ,FINISH,F
6774,15/01/2010,95,17,21/01/2010,01/12/2009, ,FINISH,F
6773,15/01/2010,94,17,23/01/2010,01/12/2009, ,FINISH,F
6775,16/01/2010,9,17,10/01/2010,02/12/2009, ,FINISH,F
6776,15/01/2010,82,71,18/01/2010,04/01/2010, ,FINISH,F
6777,17/01/2010,14,17,16/01/2010,03/12/2009, ,FINISH,F
6778,18/01/2010,10,17,10/01/2010,04/12/2009, ,FINISH,F
6779,18/01/2010,13,17,11/01/2010,04/12/2009, ,FINISH,F
6783,19/01/2010,83,17,18/01/2010,05/12/2009, ,FINISH,F
6781,19/01/2010,12,17,11/01/2010,05/12/2009, ,FINISH,F
6780,19/01/2010,11,17,11/01/2010,05/12/2009, ,FINISH,F
6784,18/01/2010,84,71,19/01/2010,08/01/2010, ,FINISH,F
6787,21/01/2010,17,17,17/01/2010,07/12/2009, ,FINISH,F
6788,21/01/2010,18,17,17/01/2010,07/12/2009, ,FINISH,F
6790,18/01/2010,85,71,19/01/2010,10/01/2010, ,FINISH,F
6798,23/01/2010,84,17,19/01/2010,09/12/2009, ,FINISH,F
6802,23/01/2010,94,14,01/02/2010,23/04/2009, ,FINISH,F
6801,23/01/2010,94,9,01/02/2010,23/04/2009, ,FINISH,F
6800,18/01/2010,93,71,20/01/2010,11/01/2010, ,FINISH,F
6799,23/01/2010,85,17,19/01/2010,09/12/2009, ,FINISH,F
6791,21/01/2010,7,71,23/01/2010,11/01/2010, ,FINISH,F
6809,19/01/2010,117,71,31/01/2010,12/01/2010, ,FINISH,F
6808,24/01/2010,13,7,19/01/2010,24/07/2009, ,FINISH,F
6803,24/01/2010,10,7,10/01/2010,24/07/2009, ,FINISH,F
6810,28/01/2010,14,71,26/01/2010,13/01/2010, ,FINISH,F
6812,26/01/2010,8,17,23/01/2010,12/12/2009, ,FINISH,F
6813,26/01/2010,11,9,04/02/2010,26/04/2009, ,FINISH,F
6811,26/01/2010,7,17,23/01/2010,12/12/2009, ,FINISH,F
6815,01/02/2010,118,71,31/01/2010,15/01/2010, ,FINISH,F
6814,27/01/2010,14,7,19/01/2010,27/07/2009, ,FINISH,F
6816,28/01/2010,18,7,17/01/2010,28/07/2009, ,FINISH,F
6818,30/01/2010,17,9,09/02/2010,30/04/2009, ,FINISH,F
6820,02/02/2010,112,71,31/01/2010,19/01/2010, ,FINISH,F
6782,15/01/2010,83,71,18/01/2010,07/01/2010, ,FINISH,F
6786,20/01/2010,96,71,21/01/2010,08/01/2010, ,FINISH,F
6785,20/01/2010,95,71,21/01/2010,08/01/2010, ,FINISH,F
6789,20/01/2010,94,71,23/01/2010,09/01/2010, ,FINISH,F
6797,29/01/2010,18,71,28/01/2010,11/01/2010, ,FINISH,F
6796,29/01/2010,17,71,27/01/2010,11/01/2010, ,FINISH,F
6795,29/01/2010,16,71,27/01/2010,11/01/2010, ,FINISH,F
6794,28/01/2010,15,71,27/01/2010,11/01/2010, ,FINISH,F
6793,22/01/2010,9,71,25/01/2010,11/01/2010, ,FINISH,F
6792,21/01/2010,8,71,23/01/2010,11/01/2010, ,FINISH,F
6807,28/01/2010,13,71,26/01/2010,12/01/2010, ,FINISH,F
6806,23/01/2010,12,71,26/01/2010,12/01/2010, ,FINISH,F
6805,23/01/2010,11,71,25/01/2010,12/01/2010, ,FINISH,F
6804,22/01/2010,10,71,30/01/2010,12/01/2010, ,FINISH,F
6817,30/01/2010,82,71,28/01/2010,16/01/2010, ,FINISH,F
6819,30/01/2010,83,71,28/01/2010,19/01/2010, ,FINISH,F
6821,06/01/2010,108,70,06/01/2010,22/12/2009, ,FINISH,F
6822,11/01/2010,5,70,11/01/2010,27/12/2009, ,FINISH,F
6823,21/01/2010,108,70,21/01/2010,06/01/2010, ,FINISH,F
6824,26/01/2010,5,70,27/01/2010,11/01/2010, ,FINISH,F
6825,31/12/2009,80,76,02/01/2010,11/12/2009, ,FINISH,F
6827,01/01/2010,99,94,01/01/2010,01/12/2009, ,FINISH,F
6826,01/01/2010,99,160,01/01/2010,01/12/2009, ,FINISH,F
6830,01/01/2010,63,132,09/01/2010,01/10/2009, ,FINISH,F
6829,01/01/2010,53,80,02/01/2010,02/12/2009, ,FINISH,F
6828,01/01/2010,32,73,02/01/2010,17/12/2009, ,FINISH,F
6836,02/01/2010,111,94,04/01/2010,02/12/2009, ,FINISH,F
6833,02/01/2010,100,96,10/05/2010,02/04/2009, ,FINISH,F
6837,05/01/2010,119,73,06/01/2010,18/12/2009, ,FINISH,F
6832,02/01/2010,100,121,04/12/2009,02/04/2009, ,FINISH,F
6831,02/01/2010,100,116,06/01/2010,02/04/2009, ,FINISH,F
6835,02/01/2010,111,160,04/01/2010,02/12/2009, ,FINISH,F
6838,03/01/2010,31,73,04/01/2010,19/12/2009, ,FINISH,F
6839,03/01/2010,33,73,05/01/2010,19/12/2009, ,FINISH,F
6840,06/01/2010,104,35,08/01/2010,06/10/2009, ,FINISH,F
6841,07/01/2010,104,73,08/01/2010,23/12/2009, ,FINISH,F
6842,08/01/2010,29,35,11/01/2010,08/10/2009, ,FINISH,F
6843,09/01/2010,29,73,11/01/2010,25/12/2009, ,FINISH,F
6844,09/01/2010,116,73,11/01/2010,25/12/2009, ,FINISH,F
6845,10/01/2010,28,73,13/01/2010,26/12/2009, ,FINISH,F
6846,13/01/2010,30,73,14/01/2010,29/12/2009, ,FINISH,F
6847,13/01/2010,103,73,15/01/2010,29/12/2009, ,FINISH,F
6854,15/01/2010,34,92,15/01/2010,15/11/2009, ,FINISH,F
6852,15/01/2010,32,92,15/01/2010,15/11/2009, ,FINISH,F
6848,15/01/2010,28,92,15/01/2010,15/11/2009, ,FINISH,F
6851,15/01/2010,31,92,15/01/2010,15/11/2009, ,FINISH,F
6853,15/01/2010,33,92,15/01/2010,15/11/2009, ,FINISH,F
6850,15/01/2010,30,92,15/01/2010,15/11/2009, ,FINISH,F
6849,15/01/2010,29,92,15/01/2010,15/11/2009, ,FINISH,F
6855,17/01/2010,32,73,21/01/2010,01/01/2010, ,FINISH,F
6856,21/01/2010,119,73,25/01/2010,02/01/2010, ,FINISH,F
6861,19/01/2010,31,93,20/01/2010,19/09/2009, ,FINISH,F
6860,19/01/2010,30,93,20/01/2010,19/09/2009, ,FINISH,F
6859,19/01/2010,29,93,20/01/2010,19/09/2009, ,FINISH,F
6863,19/01/2010,34,93,07/01/2010,19/09/2009, ,FINISH,F
6862,19/01/2010,32,93,20/01/2010,19/09/2009, ,FINISH,F
6864,20/01/2010,33,35,03/02/2010,20/10/2009, ,FINISH,F
6865,23/01/2010,34,73,27/01/2010,05/01/2010, ,FINISH,F
6867,23/01/2010,34,35,11/02/2010,23/10/2009, ,FINISH,F
6873,30/01/2010,33,93,31/12/2009,30/09/2009, ,FINISH,F
6858,20/01/2010,33,73,21/01/2010,03/01/2010, ,FINISH,F
6857,19/01/2010,31,73,21/01/2010,03/01/2010, ,FINISH,F
6866,23/01/2010,104,73,28/01/2010,07/01/2010, ,FINISH,F
6869,26/01/2010,116,73,28/01/2010,09/01/2010, ,FINISH,F
6868,26/01/2010,29,73,29/01/2010,09/01/2010, ,FINISH,F
6870,28/01/2010,28,73,29/01/2010,10/01/2010, ,FINISH,F
6872,30/01/2010,103,73,31/01/2010,13/01/2010, ,FINISH,F
6871,29/01/2010,30,73,31/01/2010,13/01/2010, ,FINISH,F
6874,05/02/2010,32,73,01/02/2010,16/01/2010, ,FINISH,F
6896,23/01/2010,21,74,21/01/2010,10/01/2010, ,FINISH,F
6900,24/01/2010,106,74,23/01/2010,12/01/2010, ,FINISH,F
6901,27/01/2010,22,74,25/01/2010,14/01/2010, ,FINISH,F
6910,29/01/2010,107,89,28/01/2010,13/01/2010, ,FINISH,F
6908,29/01/2010,92,89,28/01/2010,13/01/2010, ,FINISH,F
6907,29/01/2010,22,89,28/01/2010,13/01/2010, ,FINISH,F
6906,29/01/2010,21,89,28/01/2010,13/01/2010, ,FINISH,F
6905,29/01/2010,20,89,28/01/2010,13/01/2010, ,FINISH,F
6903,29/01/2010,19,89,28/01/2010,13/01/2010, ,FINISH,F
6909,29/01/2010,106,89,28/01/2010,13/01/2010, ,FINISH,F
6912,31/01/2010,107,74,29/01/2010,19/01/2010, ,FINISH,F
6904,28/01/2010,19,74,27/01/2010,16/01/2010, ,FINISH,F
6875,04/01/2010,19,74,04/01/2010,23/12/2009, ,FINISH,F
6876,06/01/2010,22,43,03/01/2010,06/10/2009, ,FINISH,F
6877,07/01/2010,107,43,07/01/2010,07/10/2009, ,FINISH,F
6878,08/01/2010,20,74,08/01/2010,27/12/2009, ,FINISH,F
6879,10/01/2010,21,74,11/01/2010,29/12/2009, ,FINISH,F
6880,10/01/2010,92,74,11/01/2010,29/12/2009, ,FINISH,F
6881,12/01/2010,106,74,12/01/2010,31/12/2009, ,FINISH,F
